Container_ID,Shipment_ID,Container_Type,Container_Number,Free_Days,Port_Dwell_Days,DD_Days,DD_Rate_Per_Day_USD,DD_Charge_USD,DD_Status,Picked_Up,Carrier,POD
CONT0002618,SHP000461,40GP,MSCU7203072,10,8,0,0,0,No Charge,Yes,Yang Ming,New York
CONT0002619,SHP000461,40RF,MSCU7988644,7,9,2,75,150,Charged,Yes,Yang Ming,New York
CONT0002620,SHP000462,40HC,MSCU8931135,14,5,0,0,0,No Charge,Yes,ONE,Los Angeles
CONT0002621,SHP000462,20RF,MSCU7222167,10,4,0,0,0,No Charge,Yes,ONE,Los Angeles
CONT0002622,SHP000462,40HC,MSCU7606979,7,5,0,0,0,No Charge,Yes,ONE,Los Angeles
CONT0002623,SHP000462,40HC,MSCU4496008,14,6,0,0,0,No Charge,Yes,ONE,Los Angeles
CONT0002624,SHP000462,40RF,MSCU6688883,14,3,0,0,0,No Charge,Yes,ONE,Los Angeles
CONT0002625,SHP000462,40GP,MSCU7513876,7,3,0,0,0,No Charge,Yes,ONE,Los Angeles
CONT0002626,SHP000462,40HC,MSCU2732377,14,10,0,0,0,No Charge,Yes,ONE,Los Angeles
CONT0002627,SHP000462,40GP,MSCU8678370,10,8,0,0,0,No Charge,Yes,ONE,Los Angeles
CONT0002628,SHP000463,40GP,MSCU6435508,14,4,0,0,0,No Charge,Yes,Hapag-Lloyd,Vancouver
CONT0002629,SHP000464,20RF,MSCU6511711,10,4,0,0,0,No Charge,No,CMA CGM,Seattle
CONT0002630,SHP000464,20GP,MSCU7928298,14,4,0,0,0,No Charge,No,CMA CGM,Seattle
CONT0002631,SHP000464,40GP,MSCU5966644,5,7,2,250,500,Charged,No,CMA CGM,Seattle
CONT0002632,SHP000464,40RF,MSCU2294596,14,10,0,0,0,No Charge,No,CMA CGM,Seattle
CONT0002633,SHP000464,40GP,MSCU9390169,14,2,0,0,0,No Charge,No,CMA CGM,Seattle
CONT0002634,SHP000464,40RF,MSCU4300652,5,2,0,0,0,No Charge,No,CMA CGM,Seattle
CONT0002635,SHP000464,40GP,MSCU1387913,14,2,0,0,0,No Charge,No,CMA CGM,Seattle
CONT0002636,SHP000464,40GP,MSCU7367617,14,4,0,0,0,No Charge,No,CMA CGM,Seattle
CONT0002637,SHP000465,20GP,MSCU2600862,5,8,3,100,300,Charged,Yes,HMM,Miami
CONT0002638,SHP000465,20RF,MSCU9086174,10,9,0,0,0,No Charge,Yes,HMM,Miami
CONT0002639,SHP000465,20RF,MSCU5615386,5,9,4,100,400,Charged,Yes,HMM,Miami
CONT0002640,SHP000465,20GP,MSCU5789475,7,2,0,0,0,No Charge,Yes,HMM,Miami
CONT0002641,SHP000465,40HC,MSCU8415891,14,4,0,0,0,No Charge,Yes,HMM,Miami
CONT0002642,SHP000465,40HC,MSCU3418432,14,3,0,0,0,No Charge,Yes,HMM,Miami
CONT0002643,SHP000465,40HC,MSCU7802481,7,7,0,0,0,No Charge,Yes,HMM,Miami
CONT0002644,SHP000465,20GP,MSCU8717678,7,4,0,0,0,No Charge,Yes,HMM,Miami
CONT0002645,SHP000465,40HC,MSCU1190390,7,10,3,250,750,Charged,Yes,HMM,Miami
CONT0002646,SHP000466,40HC,MSCU9483015,7,17,10,250,2500,Charged,Yes,ONE,Toronto
CONT0002647,SHP000466,20RF,MSCU7430165,5,12,7,100,700,Charged,Yes,ONE,Toronto
CONT0002648,SHP000466,20GP,MSCU7878625,10,20,10,200,2000,Charged,Yes,ONE,Toronto
CONT0002649,SHP000466,40RF,MSCU4761391,14,11,0,0,0,No Charge,Yes,ONE,Toronto
CONT0002650,SHP000466,40RF,MSCU2861223,7,16,9,100,900,Charged,Yes,ONE,Toronto
CONT0002651,SHP000466,20GP,MSCU3848909,5,12,7,200,1400,Charged,Yes,ONE,Toronto
CONT0002652,SHP000466,20GP,MSCU7733570,10,20,10,75,750,Charged,Yes,ONE,Toronto
CONT0002653,SHP000467,40HC,MSCU1568535,7,10,3,250,750,Charged,Yes,Yang Ming,Miami
CONT0002654,SHP000467,40GP,MSCU5566344,5,4,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0002655,SHP000467,20RF,MSCU9087141,10,4,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0002656,SHP000467,20GP,MSCU5721894,7,5,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0002657,SHP000467,40HC,MSCU2486644,5,10,5,250,1250,Charged,Yes,Yang Ming,Miami
CONT0002658,SHP000467,20RF,MSCU4632437,5,2,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0002659,SHP000467,40RF,MSCU2529090,5,2,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0002660,SHP000467,40HC,MSCU2393146,5,7,2,75,150,Charged,Yes,Yang Ming,Miami
CONT0002661,SHP000467,40GP,MSCU1648481,5,1,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0002662,SHP000468,20RF,MSCU7995994,7,9,2,250,500,Charged,Yes,Hapag-Lloyd,Los Angeles
CONT0002663,SHP000468,20GP,MSCU2213893,5,7,2,250,500,Charged,Yes,Hapag-Lloyd,Los Angeles
CONT0002664,SHP000468,40GP,MSCU3046717,5,4,0,0,0,No Charge,Yes,Hapag-Lloyd,Los Angeles
CONT0002665,SHP000468,40HC,MSCU6072816,7,5,0,0,0,No Charge,Yes,Hapag-Lloyd,Los Angeles
CONT0002666,SHP000468,40GP,MSCU6356151,10,3,0,0,0,No Charge,Yes,Hapag-Lloyd,Los Angeles
CONT0002667,SHP000468,20GP,MSCU9020438,7,2,0,0,0,No Charge,Yes,Hapag-Lloyd,Los Angeles
CONT0002668,SHP000468,20GP,MSCU4446189,5,8,3,250,750,Charged,Yes,Hapag-Lloyd,Los Angeles
CONT0002669,SHP000468,40HC,MSCU9062331,14,1,0,0,0,No Charge,Yes,Hapag-Lloyd,Los Angeles
CONT0002670,SHP000469,20GP,MSCU4410441,5,2,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002671,SHP000469,40HC,MSCU1272190,7,2,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002672,SHP000469,20GP,MSCU3710727,7,5,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002673,SHP000469,20GP,MSCU3223316,5,5,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002674,SHP000469,40GP,MSCU9129884,14,5,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002675,SHP000469,20RF,MSCU8993284,5,10,5,100,500,Charged,Yes,CMA CGM,Seattle
CONT0002676,SHP000469,40HC,MSCU8192447,10,8,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002677,SHP000469,40GP,MSCU2336994,7,10,3,75,225,Charged,Yes,CMA CGM,Seattle
CONT0002678,SHP000469,40RF,MSCU2865605,5,8,3,150,450,Charged,Yes,CMA CGM,Seattle
CONT0002679,SHP000470,40HC,MSCU3840705,14,16,2,250,500,Charged,Yes,Yang Ming,Seattle
CONT0002680,SHP000470,40HC,MSCU5764039,7,17,10,75,750,Charged,Yes,Yang Ming,Seattle
CONT0002681,SHP000470,20GP,MSCU6629014,5,16,11,100,1100,Charged,Yes,Yang Ming,Seattle
CONT0002682,SHP000470,20RF,MSCU8270280,7,20,13,75,975,Charged,Yes,Yang Ming,Seattle
CONT0002683,SHP000470,20RF,MSCU5249180,7,21,14,75,1050,Charged,Yes,Yang Ming,Seattle
CONT0002684,SHP000470,40HC,MSCU3944407,10,20,10,100,1000,Charged,Yes,Yang Ming,Seattle
CONT0002685,SHP000471,20GP,MSCU3330870,14,5,0,0,0,No Charge,Yes,MSC,Vancouver
CONT0002686,SHP000471,20GP,MSCU8827320,10,5,0,0,0,No Charge,Yes,MSC,Vancouver
CONT0002687,SHP000471,40HC,MSCU8145732,10,9,0,0,0,No Charge,Yes,MSC,Vancouver
CONT0002688,SHP000471,40RF,MSCU4706182,14,10,0,0,0,No Charge,Yes,MSC,Vancouver
CONT0002689,SHP000471,20GP,MSCU6716553,5,1,0,0,0,No Charge,Yes,MSC,Vancouver
CONT0002690,SHP000471,20RF,MSCU4493137,14,8,0,0,0,No Charge,Yes,MSC,Vancouver
CONT0002691,SHP000471,40HC,MSCU3443510,10,6,0,0,0,No Charge,Yes,MSC,Vancouver
CONT0002692,SHP000471,20RF,MSCU3618291,7,8,1,75,75,Charged,Yes,MSC,Vancouver
CONT0002693,SHP000471,40HC,MSCU7796343,14,7,0,0,0,No Charge,Yes,MSC,Vancouver
CONT0002694,SHP000472,20RF,MSCU1134133,10,1,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0002695,SHP000472,20GP,MSCU5933512,14,1,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0002696,SHP000472,20GP,MSCU7343013,10,2,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0002697,SHP000472,20GP,MSCU9589117,14,3,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0002698,SHP000472,20GP,MSCU7909697,14,2,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0002699,SHP000472,20GP,MSCU5562452,14,9,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0002700,SHP000472,40RF,MSCU3360866,5,8,3,100,300,Charged,Yes,COSCO,Toronto
CONT0002701,SHP000472,40GP,MSCU4224144,5,8,3,200,600,Charged,Yes,COSCO,Toronto
CONT0002702,SHP000473,40GP,MSCU3348927,5,2,0,0,0,No Charge,Yes,Hapag-Lloyd,Toronto
CONT0002703,SHP000473,40GP,MSCU4036362,7,3,0,0,0,No Charge,Yes,Hapag-Lloyd,Toronto
CONT0002704,SHP000473,40HC,MSCU1220972,7,9,2,100,200,Charged,Yes,Hapag-Lloyd,Toronto
CONT0002705,SHP000473,40GP,MSCU9824963,10,8,0,0,0,No Charge,Yes,Hapag-Lloyd,Toronto
CONT0002706,SHP000473,40RF,MSCU5985521,7,6,0,0,0,No Charge,Yes,Hapag-Lloyd,Toronto
CONT0002707,SHP000473,20GP,MSCU1654541,5,1,0,0,0,No Charge,Yes,Hapag-Lloyd,Toronto
CONT0002708,SHP000473,20GP,MSCU4828108,10,8,0,0,0,No Charge,Yes,Hapag-Lloyd,Toronto
CONT0002709,SHP000473,40GP,MSCU6822185,10,2,0,0,0,No Charge,Yes,Hapag-Lloyd,Toronto
CONT0002710,SHP000473,40HC,MSCU8432244,5,6,1,100,100,Charged,Yes,Hapag-Lloyd,Toronto
CONT0002711,SHP000473,40RF,MSCU3202043,7,3,0,0,0,No Charge,Yes,Hapag-Lloyd,Toronto
CONT0002712,SHP000474,20GP,MSCU7029466,5,7,2,150,300,Charged,Yes,Maersk,Seattle
CONT0002713,SHP000474,40RF,MSCU8790689,14,9,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0002714,SHP000474,40RF,MSCU1288461,7,1,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0002715,SHP000474,20GP,MSCU5826778,5,1,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0002716,SHP000474,20GP,MSCU6585409,10,4,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0002717,SHP000475,40HC,MSCU5830348,7,9,2,75,150,Charged,Yes,Maersk,Los Angeles
CONT0002718,SHP000475,20RF,MSCU5829104,14,9,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002719,SHP000475,40GP,MSCU2426104,7,9,2,75,150,Charged,Yes,Maersk,Los Angeles
CONT0002720,SHP000475,40GP,MSCU6777282,7,1,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002721,SHP000475,40GP,MSCU8795686,14,9,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002722,SHP000476,40GP,MSCU8459700,5,3,0,0,0,No Charge,Yes,Maersk,Vancouver
CONT0002723,SHP000476,40RF,MSCU1230532,10,4,0,0,0,No Charge,Yes,Maersk,Vancouver
CONT0002724,SHP000476,40HC,MSCU6779425,10,6,0,0,0,No Charge,Yes,Maersk,Vancouver
CONT0002725,SHP000476,40RF,MSCU6134852,14,6,0,0,0,No Charge,Yes,Maersk,Vancouver
CONT0002726,SHP000476,40GP,MSCU1011118,5,9,4,150,600,Charged,Yes,Maersk,Vancouver
CONT0002727,SHP000476,40RF,MSCU1819381,14,10,0,0,0,No Charge,Yes,Maersk,Vancouver
CONT0002728,SHP000476,40RF,MSCU8199955,10,6,0,0,0,No Charge,Yes,Maersk,Vancouver
CONT0002729,SHP000477,20GP,MSCU7518070,5,7,2,75,150,Charged,Yes,Evergreen,Toronto
CONT0002730,SHP000477,40GP,MSCU4917953,10,7,0,0,0,No Charge,Yes,Evergreen,Toronto
CONT0002731,SHP000477,20RF,MSCU1725300,14,5,0,0,0,No Charge,Yes,Evergreen,Toronto
CONT0002732,SHP000477,40GP,MSCU8451757,5,7,2,150,300,Charged,Yes,Evergreen,Toronto
CONT0002733,SHP000477,20RF,MSCU2159508,14,2,0,0,0,No Charge,Yes,Evergreen,Toronto
CONT0002734,SHP000477,20GP,MSCU3349035,10,10,0,0,0,No Charge,Yes,Evergreen,Toronto
CONT0002735,SHP000477,40RF,MSCU5703540,10,4,0,0,0,No Charge,Yes,Evergreen,Toronto
CONT0002736,SHP000478,40RF,MSCU3696585,7,25,18,200,3600,Charged,Yes,Yang Ming,Seattle
CONT0002737,SHP000478,40HC,MSCU8714700,14,22,8,150,1200,Charged,Yes,Yang Ming,Seattle
CONT0002738,SHP000478,20GP,MSCU9917153,14,20,6,150,900,Charged,Yes,Yang Ming,Seattle
CONT0002739,SHP000478,40GP,MSCU5203233,10,20,10,100,1000,Charged,Yes,Yang Ming,Seattle
CONT0002740,SHP000478,40RF,MSCU1079984,7,21,14,150,2100,Charged,Yes,Yang Ming,Seattle
CONT0002741,SHP000479,20RF,MSCU3114248,5,5,0,0,0,No Charge,Yes,Maersk,Houston
CONT0002742,SHP000479,40HC,MSCU5137270,10,2,0,0,0,No Charge,Yes,Maersk,Houston
CONT0002743,SHP000480,40HC,MSCU9968716,14,10,0,0,0,No Charge,Yes,HMM,Houston
CONT0002744,SHP000481,40HC,MSCU1483087,10,6,0,0,0,No Charge,Yes,MSC,Houston
CONT0002745,SHP000482,40RF,MSCU7355605,14,3,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0002746,SHP000482,40GP,MSCU7189494,5,3,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0002747,SHP000482,40GP,MSCU4718220,14,1,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0002748,SHP000482,40RF,MSCU5884127,7,10,3,150,450,Charged,Yes,HMM,Vancouver
CONT0002749,SHP000482,20GP,MSCU6404922,10,3,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0002750,SHP000482,40GP,MSCU1773264,7,9,2,200,400,Charged,Yes,HMM,Vancouver
CONT0002751,SHP000482,40RF,MSCU8299487,10,1,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0002752,SHP000482,40RF,MSCU2520785,14,3,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0002753,SHP000482,20RF,MSCU5957512,14,3,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0002754,SHP000482,40GP,MSCU1443636,7,10,3,100,300,Charged,Yes,HMM,Vancouver
CONT0002755,SHP000483,20RF,MSCU3966773,10,2,0,0,0,No Charge,Yes,Hapag-Lloyd,Seattle
CONT0002756,SHP000483,40RF,MSCU3954349,5,6,1,100,100,Charged,Yes,Hapag-Lloyd,Seattle
CONT0002757,SHP000483,40GP,MSCU8966477,14,7,0,0,0,No Charge,Yes,Hapag-Lloyd,Seattle
CONT0002758,SHP000483,40GP,MSCU6955093,5,7,2,100,200,Charged,Yes,Hapag-Lloyd,Seattle
CONT0002759,SHP000483,40GP,MSCU3632201,5,4,0,0,0,No Charge,Yes,Hapag-Lloyd,Seattle
CONT0002760,SHP000483,40HC,MSCU1127337,5,5,0,0,0,No Charge,Yes,Hapag-Lloyd,Seattle
CONT0002761,SHP000484,20RF,MSCU2597520,7,3,0,0,0,No Charge,Yes,Yang Ming,Houston
CONT0002762,SHP000484,40GP,MSCU5085564,5,2,0,0,0,No Charge,Yes,Yang Ming,Houston
CONT0002763,SHP000485,40GP,MSCU9210920,7,6,0,0,0,No Charge,Yes,CMA CGM,Vancouver
CONT0002764,SHP000485,20GP,MSCU1034589,14,2,0,0,0,No Charge,Yes,CMA CGM,Vancouver
CONT0002765,SHP000486,40RF,MSCU6730956,5,1,0,0,0,No Charge,Yes,MSC,Chicago
CONT0002766,SHP000487,40GP,MSCU4090461,14,2,0,0,0,No Charge,No,ONE,Toronto
CONT0002767,SHP000487,20RF,MSCU2073579,10,7,0,0,0,No Charge,No,ONE,Toronto
CONT0002768,SHP000488,40HC,MSCU1041227,10,6,0,0,0,No Charge,Yes,HMM,Houston
CONT0002769,SHP000488,40GP,MSCU4806825,14,10,0,0,0,No Charge,Yes,HMM,Houston
CONT0002770,SHP000489,40GP,MSCU3293721,5,5,0,0,0,No Charge,Yes,ZIM,New York
CONT0002771,SHP000489,20RF,MSCU8809344,7,2,0,0,0,No Charge,Yes,ZIM,New York
CONT0002772,SHP000489,20RF,MSCU5859106,5,5,0,0,0,No Charge,Yes,ZIM,New York
CONT0002773,SHP000489,20RF,MSCU1215562,14,5,0,0,0,No Charge,Yes,ZIM,New York
CONT0002774,SHP000489,40HC,MSCU4285175,5,10,5,150,750,Charged,Yes,ZIM,New York
CONT0002775,SHP000490,20RF,MSCU8179108,5,2,0,0,0,No Charge,Yes,MSC,New York
CONT0002776,SHP000490,20GP,MSCU6781442,14,7,0,0,0,No Charge,Yes,MSC,New York
CONT0002777,SHP000490,20GP,MSCU3097514,7,8,1,200,200,Charged,Yes,MSC,New York
CONT0002778,SHP000490,40RF,MSCU2451909,5,10,5,100,500,Charged,Yes,MSC,New York
CONT0002779,SHP000490,20GP,MSCU7824626,10,8,0,0,0,No Charge,Yes,MSC,New York
CONT0002780,SHP000490,40GP,MSCU3215354,5,10,5,75,375,Charged,Yes,MSC,New York
CONT0002781,SHP000490,20RF,MSCU9027233,7,2,0,0,0,No Charge,Yes,MSC,New York
CONT0002782,SHP000490,20RF,MSCU8173568,14,1,0,0,0,No Charge,Yes,MSC,New York
CONT0002783,SHP000490,40GP,MSCU3536188,7,6,0,0,0,No Charge,Yes,MSC,New York
CONT0002784,SHP000490,40RF,MSCU6968255,7,8,1,75,75,Charged,Yes,MSC,New York
CONT0002785,SHP000491,20RF,MSCU9670745,7,2,0,0,0,No Charge,Yes,ZIM,Toronto
CONT0002786,SHP000492,20RF,MSCU4702232,10,9,0,0,0,No Charge,Yes,COSCO,New York
CONT0002787,SHP000493,40HC,MSCU3553859,14,2,0,0,0,No Charge,Yes,CMA CGM,Los Angeles
CONT0002788,SHP000493,20GP,MSCU1485163,10,4,0,0,0,No Charge,Yes,CMA CGM,Los Angeles
CONT0002789,SHP000493,40GP,MSCU3491461,7,8,1,150,150,Charged,Yes,CMA CGM,Los Angeles
CONT0002790,SHP000494,40GP,MSCU5356256,7,2,0,0,0,No Charge,Yes,ZIM,Vancouver
CONT0002791,SHP000494,40RF,MSCU7376999,14,6,0,0,0,No Charge,Yes,ZIM,Vancouver
CONT0002792,SHP000494,40GP,MSCU9032054,14,10,0,0,0,No Charge,Yes,ZIM,Vancouver
CONT0002793,SHP000494,40RF,MSCU4384055,10,2,0,0,0,No Charge,Yes,ZIM,Vancouver
CONT0002794,SHP000494,40RF,MSCU2200885,14,7,0,0,0,No Charge,Yes,ZIM,Vancouver
CONT0002795,SHP000494,40GP,MSCU1691961,10,4,0,0,0,No Charge,Yes,ZIM,Vancouver
CONT0002796,SHP000494,20GP,MSCU7506795,5,2,0,0,0,No Charge,Yes,ZIM,Vancouver
CONT0002797,SHP000495,20RF,MSCU5912991,10,3,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002798,SHP000495,40GP,MSCU7187441,7,7,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002799,SHP000495,40GP,MSCU5691746,5,3,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002800,SHP000495,40GP,MSCU9204208,10,6,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002801,SHP000495,20RF,MSCU8872904,10,7,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002802,SHP000496,20RF,MSCU9578346,14,5,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002803,SHP000496,40GP,MSCU3762984,10,10,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002804,SHP000496,40HC,MSCU3018529,10,10,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002805,SHP000496,40GP,MSCU6283169,5,5,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002806,SHP000496,40GP,MSCU8026409,5,7,2,250,500,Charged,Yes,CMA CGM,New York
CONT0002807,SHP000496,40HC,MSCU2843096,10,7,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002808,SHP000496,40GP,MSCU8504617,7,1,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002809,SHP000496,40RF,MSCU4882500,14,8,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002810,SHP000496,20RF,MSCU4615672,10,1,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002811,SHP000496,20GP,MSCU3197654,10,5,0,0,0,No Charge,Yes,CMA CGM,New York
CONT0002812,SHP000497,40HC,MSCU1073322,5,5,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002813,SHP000497,40HC,MSCU9278343,7,3,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002814,SHP000497,40HC,MSCU6786275,14,9,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002815,SHP000497,40GP,MSCU7267637,14,10,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002816,SHP000497,20GP,MSCU8699995,5,9,4,150,600,Charged,Yes,Maersk,Los Angeles
CONT0002817,SHP000497,40RF,MSCU9886887,5,4,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002818,SHP000497,20RF,MSCU3416225,7,2,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002819,SHP000497,40GP,MSCU1941206,7,4,0,0,0,No Charge,Yes,Maersk,Los Angeles
CONT0002820,SHP000498,20RF,MSCU9191268,10,6,0,0,0,No Charge,Yes,ZIM,New York
CONT0002821,SHP000498,20RF,MSCU4307298,14,8,0,0,0,No Charge,Yes,ZIM,New York
CONT0002822,SHP000498,40RF,MSCU8152773,14,4,0,0,0,No Charge,Yes,ZIM,New York
CONT0002823,SHP000498,20GP,MSCU3320595,7,1,0,0,0,No Charge,Yes,ZIM,New York
CONT0002824,SHP000498,40RF,MSCU5901932,7,1,0,0,0,No Charge,Yes,ZIM,New York
CONT0002825,SHP000498,40HC,MSCU4414838,10,3,0,0,0,No Charge,Yes,ZIM,New York
CONT0002826,SHP000498,20RF,MSCU7392549,7,4,0,0,0,No Charge,Yes,ZIM,New York
CONT0002827,SHP000498,40RF,MSCU7802685,5,9,4,100,400,Charged,Yes,ZIM,New York
CONT0002828,SHP000499,20RF,MSCU1146415,14,19,5,100,500,Charged,Yes,Yang Ming,New York
CONT0002829,SHP000499,40HC,MSCU8295839,10,22,12,250,3000,Charged,Yes,Yang Ming,New York
CONT0002830,SHP000499,40HC,MSCU8034795,7,18,11,250,2750,Charged,Yes,Yang Ming,New York
CONT0002831,SHP000499,20GP,MSCU4150714,10,27,17,75,1275,Charged,Yes,Yang Ming,New York
CONT0002832,SHP000499,40HC,MSCU2570040,7,22,15,250,3750,Charged,Yes,Yang Ming,New York
CONT0002833,SHP000499,20GP,MSCU2299316,7,23,16,75,1200,Charged,Yes,Yang Ming,New York
CONT0002834,SHP000500,20RF,MSCU2840870,5,6,1,150,150,Charged,Yes,ZIM,Chicago
CONT0002835,SHP000500,20GP,MSCU1818519,14,6,0,0,0,No Charge,Yes,ZIM,Chicago
CONT0002836,SHP000500,40RF,MSCU1599321,7,9,2,250,500,Charged,Yes,ZIM,Chicago
CONT0002837,SHP000500,20GP,MSCU5728583,10,5,0,0,0,No Charge,Yes,ZIM,Chicago
CONT0002838,SHP000500,20GP,MSCU6848050,5,5,0,0,0,No Charge,Yes,ZIM,Chicago
CONT0002839,SHP000500,40HC,MSCU2272514,14,7,0,0,0,No Charge,Yes,ZIM,Chicago
CONT0002840,SHP000500,40RF,MSCU2728520,7,6,0,0,0,No Charge,Yes,ZIM,Chicago
CONT0002841,SHP000500,20RF,MSCU6205874,10,9,0,0,0,No Charge,Yes,ZIM,Chicago
CONT0002842,SHP000501,40RF,MSCU1837832,14,6,0,0,0,No Charge,Yes,ONE,New York
CONT0002843,SHP000501,20GP,MSCU2729886,7,1,0,0,0,No Charge,Yes,ONE,New York
CONT0002844,SHP000501,20RF,MSCU5728360,14,9,0,0,0,No Charge,Yes,ONE,New York
CONT0002845,SHP000501,20RF,MSCU5400060,14,2,0,0,0,No Charge,Yes,ONE,New York
CONT0002846,SHP000501,20GP,MSCU3596571,5,2,0,0,0,No Charge,Yes,ONE,New York
CONT0002847,SHP000501,40RF,MSCU9843526,14,2,0,0,0,No Charge,Yes,ONE,New York
CONT0002848,SHP000501,20RF,MSCU2567140,7,8,1,75,75,Charged,Yes,ONE,New York
CONT0002849,SHP000501,20RF,MSCU8118459,5,6,1,250,250,Charged,Yes,ONE,New York
CONT0002850,SHP000502,40RF,MSCU8885674,14,5,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002851,SHP000502,40RF,MSCU9746235,14,11,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002852,SHP000502,20RF,MSCU2101808,7,7,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002853,SHP000502,20GP,MSCU6584119,14,4,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002854,SHP000502,40HC,MSCU6981699,7,9,2,100,200,Charged,Yes,CMA CGM,Seattle
CONT0002855,SHP000502,20RF,MSCU6488650,5,13,8,150,1200,Charged,Yes,CMA CGM,Seattle
CONT0002856,SHP000502,40HC,MSCU5142525,14,6,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002857,SHP000502,40RF,MSCU9542620,10,7,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002858,SHP000502,20RF,MSCU7713901,7,8,1,100,100,Charged,Yes,CMA CGM,Seattle
CONT0002859,SHP000502,20RF,MSCU6622902,7,5,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002860,SHP000503,40RF,MSCU5491003,5,16,11,150,1650,Charged,Yes,MSC,New York
CONT0002861,SHP000503,20RF,MSCU4489954,14,21,7,250,1750,Charged,Yes,MSC,New York
CONT0002862,SHP000503,40GP,MSCU9647622,5,18,13,75,975,Charged,Yes,MSC,New York
CONT0002863,SHP000503,20RF,MSCU3999254,10,18,8,100,800,Charged,Yes,MSC,New York
CONT0002864,SHP000504,40RF,MSCU4724182,14,7,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002865,SHP000504,40HC,MSCU2027269,10,6,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002866,SHP000504,40RF,MSCU7217916,7,6,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002867,SHP000504,40GP,MSCU1074124,10,7,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0002868,SHP000505,40RF,MSCU8917191,14,8,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0002869,SHP000505,40GP,MSCU3800406,7,5,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0002870,SHP000505,20RF,MSCU2945379,14,12,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0002871,SHP000505,40GP,MSCU6352593,5,13,8,150,1200,Charged,Yes,CMA CGM,Toronto
