Shipment_ID,Supplier_ID,Carrier,POL,POD,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,Delay_Reason,On_Time,Num_Containers,Freight_Rate_USD,Total_Freight_USD,Cargo_Value_USD,Incoterms,Shipment_Status
SHP000321,SUP0006,HMM,Singapore,Toronto,2023-11-08,2023-12-21,2023-12-21,43,0,None,Yes,6,3008.46,18050.76,784977.9,CFR,Delivered
SHP000322,SUP0010,ZIM,Hong Kong,Vancouver,2023-10-13,2023-11-10,2023-11-10,28,0,None,Yes,9,1389.67,12507.03,565926.15,DAP,Delivered
SHP000323,SUP0003,ONE,Busan,New York,2023-11-11,2023-12-16,2023-12-16,35,0,None,Yes,10,2762.85,27628.5,996799.53,FOB,Delivered
SHP000324,SUP0004,ONE,Hamburg,New York,2023-05-15,2023-05-31,2023-05-31,16,0,None,Yes,2,2227.74,4455.48,563225.45,EXW,Delivered
SHP000325,SUP0001,COSCO,Hong Kong,Seattle,2024-09-23,2024-10-09,2024-10-19,16,10,Customs Inspection,No,6,2701.41,16208.46,950801.23,CIF,Delivered
SHP000326,SUP0018,COSCO,Shanghai,Vancouver,2023-03-08,2023-04-04,2023-04-04,27,0,None,Yes,4,2789.69,11158.76,717605.72,DAP,Delivered
SHP000327,SUP0003,CMA CGM,Shanghai,Seattle,2023-11-11,2023-11-27,2023-11-27,16,0,None,Yes,3,3738.59,11215.77,580180.0,CFR,Delivered
SHP000328,SUP0008,Hapag-Lloyd,Rotterdam,Miami,2024-07-12,2024-08-20,2024-08-20,39,0,None,Yes,7,3291.21,23038.47,558092.65,CFR,Delivered
SHP000329,SUP0003,HMM,Shanghai,Vancouver,2024-01-03,2024-01-23,2024-01-23,20,0,None,Yes,5,3044.29,15221.45,317441.57,DAP,Delivered
SHP000330,SUP0013,Yang Ming,Shanghai,Seattle,2022-11-17,2022-12-15,2022-12-15,28,0,None,Yes,9,1891.42,17022.78,652343.39,EXW,Delivered
SHP000331,SUP0012,Maersk,Ningbo,Vancouver,2022-03-27,2022-04-10,2022-04-10,14,0,None,Yes,9,2825.84,25432.56,130870.51,CIF,Delivered
SHP000332,SUP0012,Evergreen,Rotterdam,Los Angeles,2022-11-26,2022-12-21,2022-12-21,25,0,None,Yes,5,1519.01,7595.05,222290.09,CFR,Delivered
SHP000333,SUP0002,COSCO,Hamburg,Vancouver,2023-08-19,2023-09-06,2023-09-06,18,0,None,Yes,10,2602.6,26026.0,364308.39,CIF,Delivered
SHP000334,SUP0008,MSC,Singapore,Vancouver,2023-02-01,2023-03-07,2023-03-07,34,0,None,Yes,10,3239.86,32398.6,708785.22,CIF,Delivered
SHP000335,SUP0019,HMM,Hong Kong,Houston,2024-05-27,2024-06-20,2024-06-20,24,0,None,Yes,4,3435.14,13740.56,658796.62,EXW,Delivered
SHP000336,SUP0012,CMA CGM,Hong Kong,Seattle,2024-08-05,2024-09-16,2024-09-16,42,0,None,Yes,8,2841.19,22729.52,216981.65,CFR,Delivered
SHP000337,SUP0003,Hapag-Lloyd,Ningbo,New York,2023-06-24,2023-07-12,2023-07-15,18,3,Documentation Error,No,1,3806.78,3806.78,599955.75,CFR,Delivered
SHP000338,SUP0007,Maersk,Singapore,Seattle,2022-11-01,2022-12-08,2022-12-08,37,0,None,Yes,10,3512.94,35129.4,326449.2,DAP,Delivered
SHP000339,SUP0017,COSCO,Shenzhen,Miami,2024-01-16,2024-01-30,2024-01-30,14,0,None,Yes,10,3331.4,33314.0,769345.77,CIF,Delivered
SHP000340,SUP0015,CMA CGM,Ningbo,Los Angeles,2024-09-17,2024-10-23,2024-10-23,36,0,None,Yes,8,1657.47,13259.76,301139.26,CIF,Delivered
SHP000341,SUP0002,Evergreen,Hong Kong,Miami,2024-08-19,2024-10-01,2024-10-01,43,0,None,Yes,6,1181.93,7091.58,970019.33,EXW,Delivered
SHP000342,SUP0009,HMM,Ningbo,Miami,2024-02-15,2024-03-23,2024-03-23,37,0,None,Yes,2,2711.65,5423.3,407512.34,CIF,Delivered
SHP000343,SUP0017,Yang Ming,Hong Kong,Houston,2024-09-24,2024-11-07,2024-11-07,44,0,None,Yes,3,2427.63,7282.89,268491.23,CFR,Delivered
SHP000344,SUP0009,Evergreen,Ningbo,Los Angeles,2022-11-19,2022-12-26,2022-12-26,37,0,None,Yes,2,3246.11,6492.22,443883.0,EXW,Delivered
SHP000345,SUP0004,ZIM,Hamburg,Seattle,2023-03-08,2023-04-01,2023-04-01,24,0,None,Yes,1,1273.17,1273.17,612730.28,CIF,Delivered
SHP000346,SUP0017,Maersk,Ningbo,Toronto,2022-12-07,2023-01-06,2023-01-06,30,0,None,Yes,7,3017.62,21123.34,585424.47,FOB,Delivered
SHP000347,SUP0010,MSC,Busan,Seattle,2024-08-23,2024-10-06,2024-10-06,44,0,None,Yes,7,3023.1,21161.7,804885.27,CIF,Delivered
SHP000348,SUP0020,COSCO,Singapore,Los Angeles,2023-12-03,2024-01-15,2024-01-15,43,0,None,Yes,4,2199.38,8797.52,175602.54,FOB,Delivered
SHP000349,SUP0007,COSCO,Rotterdam,Los Angeles,2022-07-17,2022-08-11,2022-08-27,25,16,Documentation Error,No,1,4047.68,4047.68,554858.45,FOB,Delivered
SHP000350,SUP0003,ZIM,Ningbo,Toronto,2024-06-02,2024-07-12,2024-07-24,40,12,Documentation Error,No,7,1649.1,11543.7,812185.19,DAP,Delivered
SHP000351,SUP0012,HMM,Shenzhen,Miami,2022-10-02,2022-11-01,2022-11-01,30,0,None,Yes,2,1848.09,3696.18,882928.0,DAP,Delivered
SHP000352,SUP0009,Evergreen,Shanghai,Toronto,2024-12-06,2024-12-27,2024-12-27,21,0,None,Yes,4,3344.74,13378.96,350106.63,EXW,Delivered
SHP000353,SUP0004,CMA CGM,Rotterdam,Chicago,2023-06-20,2023-07-31,2023-07-31,41,0,None,Yes,5,4469.66,22348.3,427581.44,CIF,Delivered
SHP000354,SUP0014,COSCO,Hamburg,Los Angeles,2024-01-29,2024-03-13,2024-03-22,44,9,Documentation Error,No,6,3664.52,21987.12,428223.26,CIF,Delivered
SHP000355,SUP0004,Evergreen,Hamburg,Los Angeles,2022-07-25,2022-08-21,2022-08-21,27,0,None,Yes,6,3763.16,22578.96,633324.1,FOB,Delivered
SHP000356,SUP0006,Yang Ming,Shanghai,Vancouver,2022-10-25,2022-12-08,2022-12-08,44,0,None,Yes,2,1773.44,3546.88,402293.37,CFR,Delivered
SHP000357,SUP0002,Yang Ming,Rotterdam,Chicago,2022-04-28,2022-05-23,2022-05-23,25,0,None,Yes,4,3947.1,15788.4,934220.54,CFR,Delivered
SHP000358,SUP0010,Evergreen,Shanghai,New York,2022-12-14,2022-12-30,2022-12-30,16,0,None,Yes,1,4409.89,4409.89,132500.67,EXW,Delivered
SHP000359,SUP0013,ONE,Rotterdam,Miami,2023-02-15,2023-03-01,2023-03-04,14,3,Documentation Error,No,5,3486.71,17433.55,581158.17,CFR,Delivered
SHP000360,SUP0012,ONE,Singapore,New York,2023-02-03,2023-03-18,2023-03-18,43,0,None,Yes,5,1447.63,7238.15,530926.19,CFR,Delivered
SHP000361,SUP0003,COSCO,Singapore,Houston,2022-08-28,2022-09-27,2022-09-27,30,0,None,Yes,10,1725.52,17255.2,470630.21,DAP,Delivered
SHP000362,SUP0019,ZIM,Busan,Houston,2024-07-28,2024-09-09,2024-09-28,43,19,Equipment Shortage,No,2,1753.93,3507.86,413539.58,CIF,Delivered
SHP000363,SUP0008,ONE,Rotterdam,Houston,2024-11-23,2024-12-07,2024-12-07,14,0,None,Yes,2,2276.04,4552.08,761348.73,EXW,Delivered
SHP000364,SUP0003,COSCO,Ningbo,Seattle,2023-10-05,2023-11-10,2023-11-17,36,7,Bad Weather,No,3,4304.34,12913.02,698951.94,CIF,Delivered
SHP000365,SUP0016,Evergreen,Busan,New York,2023-06-28,2023-07-25,2023-07-25,27,0,None,Yes,4,3894.44,15577.76,388226.0,FOB,Delivered
SHP000366,SUP0004,MSC,Hamburg,Toronto,2022-03-28,2022-05-11,2022-05-11,44,0,None,Yes,8,4123.05,32984.4,886937.89,CFR,Delivered
SHP000367,SUP0009,ZIM,Ningbo,Chicago,2024-03-25,2024-04-22,2024-04-22,28,0,None,Yes,9,3757.3,33815.7,504404.07,CFR,Delivered
SHP000368,SUP0002,COSCO,Hong Kong,Miami,2022-12-24,2023-02-05,2023-02-05,43,0,None,Yes,8,1967.91,15743.28,57997.67,CIF,Delivered
SHP000369,SUP0013,HMM,Shenzhen,Houston,2024-01-11,2024-02-10,2024-02-10,30,0,None,Yes,4,1796.81,7187.24,960600.48,EXW,Delivered
SHP000370,SUP0012,CMA CGM,Hamburg,Miami,2023-03-08,2023-04-17,2023-04-17,40,0,None,Yes,7,1834.63,12842.41,220894.77,CIF,Delivered
SHP000371,SUP0019,Evergreen,Shenzhen,Chicago,2023-04-28,2023-06-08,2023-06-08,41,0,None,Yes,3,2550.05,7650.15,59255.18,DAP,Delivered
SHP000372,SUP0016,CMA CGM,Hong Kong,Seattle,2023-09-07,2023-10-07,2023-10-25,30,18,Port Congestion,No,7,1166.21,8163.47,205174.79,CIF,Delivered
SHP000373,SUP0009,ZIM,Shenzhen,Seattle,2023-11-17,2023-12-17,2023-12-17,30,0,None,Yes,9,4247.82,38230.38,294829.08,FOB,Delivered
SHP000374,SUP0014,MSC,Hong Kong,New York,2022-12-24,2023-01-25,2023-01-25,32,0,None,Yes,9,2603.73,23433.57,749699.86,FOB,Delivered
SHP000375,SUP0013,HMM,Singapore,Seattle,2022-10-24,2022-11-17,2022-11-17,24,0,None,Yes,10,2915.06,29150.6,856455.73,FOB,Delivered
SHP000376,SUP0003,CMA CGM,Hong Kong,New York,2023-10-05,2023-11-08,2023-11-08,34,0,None,Yes,10,3185.18,31851.8,307685.7,DAP,Delivered
SHP000377,SUP0012,HMM,Hamburg,Miami,2022-12-09,2023-01-03,2023-01-03,25,0,None,Yes,4,3249.48,12997.92,943415.47,FOB,Delivered
SHP000378,SUP0007,CMA CGM,Rotterdam,Vancouver,2022-07-15,2022-08-02,2022-08-02,18,0,None,Yes,1,3652.45,3652.45,547783.65,FOB,Delivered
SHP000379,SUP0004,Hapag-Lloyd,Ningbo,Vancouver,2024-03-09,2024-04-11,2024-04-11,33,0,None,Yes,5,2439.69,12198.45,170091.12,CFR,Delivered
SHP000380,SUP0006,Maersk,Shanghai,Houston,2023-10-29,2023-12-12,2023-12-27,44,15,Documentation Error,No,5,2829.62,14148.1,178359.16,CFR,Delivered
SHP000381,SUP0006,HMM,Hamburg,Miami,2024-12-08,2025-01-10,2025-01-10,33,0,None,Yes,4,3777.42,15109.68,469767.29,EXW,In Transit
SHP000382,SUP0014,Hapag-Lloyd,Ningbo,Chicago,2022-01-22,2022-02-05,2022-02-05,14,0,None,Yes,3,2072.37,6217.11,495738.06,FOB,Delivered
SHP000383,SUP0016,ZIM,Singapore,Toronto,2024-05-31,2024-07-02,2024-07-02,32,0,None,Yes,1,2828.39,2828.39,229142.43,CFR,Delivered
SHP000384,SUP0014,Yang Ming,Busan,Los Angeles,2024-03-09,2024-04-16,2024-04-16,38,0,None,Yes,7,3113.7,21795.9,540779.56,CFR,Delivered
SHP000385,SUP0009,Hapag-Lloyd,Singapore,Miami,2023-01-21,2023-02-08,2023-02-08,18,0,None,Yes,2,3156.5,6313.0,636842.94,EXW,Delivered
SHP000386,SUP0020,ZIM,Busan,Houston,2022-02-09,2022-03-04,2022-03-06,23,2,Port Congestion,No,3,4397.63,13192.89,318008.81,CIF,Delivered
SHP000387,SUP0015,Maersk,Busan,Vancouver,2022-11-05,2022-11-19,2022-11-19,14,0,None,Yes,7,1952.83,13669.81,809489.23,EXW,Delivered
SHP000388,SUP0015,Maersk,Hong Kong,Vancouver,2022-10-27,2022-11-13,2022-11-13,17,0,None,Yes,2,2809.81,5619.62,222523.55,EXW,Delivered
SHP000389,SUP0013,Maersk,Shenzhen,New York,2024-02-28,2024-04-10,2024-04-10,42,0,None,Yes,1,1536.97,1536.97,748556.64,FOB,Delivered
SHP000390,SUP0017,Evergreen,Hamburg,Miami,2023-10-02,2023-11-05,2023-11-05,34,0,None,Yes,1,3555.48,3555.48,572100.95,FOB,Delivered
SHP000391,SUP0009,ZIM,Singapore,New York,2024-01-09,2024-01-26,2024-02-02,17,7,Customs Inspection,No,7,2000.7,14004.9,208992.34,EXW,Delivered
SHP000392,SUP0019,MSC,Rotterdam,New York,2022-01-19,2022-02-04,2022-02-04,16,0,None,Yes,8,3347.1,26776.8,197242.35,FOB,Delivered
SHP000393,SUP0008,CMA CGM,Hamburg,Vancouver,2023-11-25,2023-12-12,2023-12-12,17,0,None,Yes,3,3394.91,10184.73,801892.93,CIF,Delivered
SHP000394,SUP0016,Evergreen,Hong Kong,Houston,2024-06-17,2024-07-13,2024-07-13,26,0,None,Yes,6,3480.28,20881.68,288161.43,FOB,Delivered
SHP000395,SUP0016,ZIM,Singapore,Seattle,2023-01-24,2023-02-18,2023-02-18,25,0,None,Yes,8,1818.7,14549.6,839782.11,CFR,Delivered
SHP000396,SUP0006,MSC,Ningbo,Seattle,2023-08-29,2023-09-28,2023-09-28,30,0,None,Yes,1,3670.9,3670.9,530659.85,CIF,Delivered
SHP000397,SUP0001,HMM,Hong Kong,New York,2023-10-19,2023-11-06,2023-11-06,18,0,None,Yes,4,2739.06,10956.24,522671.7,CFR,Delivered
SHP000398,SUP0005,HMM,Singapore,Houston,2024-04-19,2024-05-23,2024-05-23,34,0,None,Yes,2,961.98,1923.96,940909.56,CIF,Delivered
SHP000399,SUP0002,Evergreen,Shenzhen,Seattle,2023-01-28,2023-02-17,2023-02-17,20,0,None,Yes,7,3234.31,22640.17,549530.29,CFR,Delivered
SHP000400,SUP0009,Maersk,Hong Kong,New York,2022-05-26,2022-06-09,2022-06-09,14,0,None,Yes,2,2531.82,5063.64,656970.88,EXW,Delivered
SHP000401,SUP0018,Yang Ming,Hong Kong,Toronto,2023-06-29,2023-07-15,2023-07-15,16,0,None,Yes,2,4295.03,8590.06,962557.41,FOB,Delivered
SHP000402,SUP0004,Evergreen,Rotterdam,New York,2023-01-31,2023-03-01,2023-03-01,29,0,None,Yes,3,2866.17,8598.51,580234.53,FOB,Delivered
SHP000403,SUP0019,ONE,Hamburg,Miami,2022-08-02,2022-08-26,2022-08-26,24,0,None,Yes,9,2048.8,18439.2,200267.63,CFR,Delivered
SHP000404,SUP0015,ONE,Hong Kong,Houston,2024-02-01,2024-03-12,2024-03-12,40,0,None,Yes,6,3051.13,18306.78,584987.47,CIF,Delivered
SHP000405,SUP0013,COSCO,Singapore,Houston,2024-07-15,2024-08-26,2024-08-26,42,0,None,Yes,1,4436.94,4436.94,615974.69,CFR,Delivered
SHP000406,SUP0005,Hapag-Lloyd,Shanghai,Chicago,2023-03-31,2023-04-27,2023-04-27,27,0,None,Yes,5,4200.71,21003.55,535707.91,CFR,Delivered
SHP000407,SUP0019,CMA CGM,Shenzhen,Toronto,2024-07-31,2024-09-05,2024-09-05,36,0,None,Yes,6,4091.61,24549.66,287364.06,EXW,Delivered
SHP000408,SUP0010,MSC,Rotterdam,New York,2022-06-08,2022-07-12,2022-07-12,34,0,None,Yes,10,3832.21,38322.1,140595.85,EXW,Delivered
SHP000409,SUP0002,HMM,Rotterdam,Vancouver,2022-04-25,2022-05-30,2022-06-11,35,12,Equipment Shortage,No,7,4241.91,29693.37,164513.5,CIF,Delivered
SHP000410,SUP0020,Maersk,Rotterdam,Toronto,2023-09-17,2023-10-03,2023-10-03,16,0,None,Yes,3,2009.28,6027.84,712880.22,CIF,Delivered
SHP000411,SUP0002,Yang Ming,Hamburg,Vancouver,2023-03-31,2023-05-11,2023-05-11,41,0,None,Yes,3,1289.1,3867.3,128417.86,CFR,Delivered
SHP000412,SUP0002,COSCO,Rotterdam,Chicago,2022-06-24,2022-08-02,2022-08-02,39,0,None,Yes,3,3619.52,10858.56,506876.38,CIF,Delivered
SHP000413,SUP0016,Yang Ming,Busan,New York,2023-05-12,2023-05-30,2023-05-30,18,0,None,Yes,6,3333.53,20001.18,597217.33,FOB,Delivered
SHP000414,SUP0014,Yang Ming,Hong Kong,Houston,2023-01-26,2023-03-01,2023-03-01,34,0,None,Yes,1,3647.82,3647.82,210792.5,EXW,Delivered
SHP000415,SUP0020,ZIM,Ningbo,Seattle,2022-04-02,2022-04-30,2022-04-30,28,0,None,Yes,3,3603.61,10810.83,860125.94,FOB,Delivered
SHP000416,SUP0002,Evergreen,Ningbo,Chicago,2022-01-29,2022-03-05,2022-03-05,35,0,None,Yes,8,884.17,7073.36,248559.06,CFR,Delivered
SHP000417,SUP0007,Evergreen,Singapore,Seattle,2022-10-17,2022-11-01,2022-11-01,15,0,None,Yes,9,960.88,8647.92,211803.66,EXW,Delivered
SHP000418,SUP0007,HMM,Singapore,Toronto,2024-08-10,2024-08-24,2024-08-24,14,0,None,Yes,5,3253.03,16265.15,917225.34,EXW,Delivered
SHP000419,SUP0004,Maersk,Singapore,Miami,2023-04-19,2023-05-27,2023-06-13,38,17,Port Congestion,No,6,2593.25,15559.5,617251.09,FOB,Delivered
SHP000420,SUP0006,Evergreen,Hamburg,Toronto,2022-03-23,2022-04-21,2022-04-21,29,0,None,Yes,8,2255.58,18044.64,199154.99,EXW,Delivered
SHP000421,SUP0012,ONE,Singapore,New York,2024-10-23,2024-11-23,2024-11-23,31,0,None,Yes,7,4094.49,28661.43,824115.71,FOB,Delivered
SHP000422,SUP0018,Hapag-Lloyd,Busan,Los Angeles,2023-12-01,2024-01-09,2024-01-09,39,0,None,Yes,7,2726.66,19086.62,694095.15,CIF,Delivered
SHP000423,SUP0014,Evergreen,Ningbo,Miami,2023-10-02,2023-11-06,2023-11-06,35,0,None,Yes,4,3214.15,12856.6,601979.17,CIF,Delivered
SHP000424,SUP0005,Hapag-Lloyd,Ningbo,Miami,2022-10-25,2022-11-18,2022-11-18,24,0,None,Yes,9,4309.83,38788.47,162467.93,EXW,Delivered
SHP000425,SUP0005,Maersk,Hong Kong,Miami,2024-04-22,2024-05-25,2024-05-25,33,0,None,Yes,5,1362.24,6811.2,228536.92,CIF,Delivered
SHP000426,SUP0006,Maersk,Singapore,New York,2023-04-21,2023-05-19,2023-05-19,28,0,None,Yes,8,1296.12,10368.96,853831.32,DAP,Delivered
SHP000427,SUP0012,CMA CGM,Rotterdam,Seattle,2024-08-28,2024-09-19,2024-09-19,22,0,None,Yes,1,2311.78,2311.78,970374.33,EXW,Delivered
SHP000428,SUP0014,Evergreen,Busan,New York,2022-05-16,2022-06-10,2022-06-25,25,15,Equipment Shortage,No,6,4007.07,24042.42,893207.57,DAP,Delivered
SHP000429,SUP0013,Maersk,Rotterdam,Houston,2024-03-18,2024-04-03,2024-04-03,16,0,None,Yes,8,3859.94,30879.52,90295.12,CIF,Delivered
SHP000430,SUP0017,COSCO,Rotterdam,Toronto,2024-03-04,2024-03-21,2024-03-21,17,0,None,Yes,7,4072.27,28505.89,784993.16,EXW,Delivered
SHP000431,SUP0015,CMA CGM,Rotterdam,Chicago,2022-04-22,2022-05-15,2022-05-15,23,0,None,Yes,8,1134.63,9077.04,525624.9,CIF,Delivered
SHP000432,SUP0019,COSCO,Ningbo,Miami,2024-04-26,2024-05-30,2024-05-30,34,0,None,Yes,8,2984.17,23873.36,727002.67,CIF,Delivered
SHP000433,SUP0015,MSC,Singapore,Houston,2022-12-02,2022-12-23,2022-12-23,21,0,None,Yes,8,3146.07,25168.56,131041.22,DAP,Delivered
SHP000434,SUP0017,HMM,Ningbo,Miami,2024-02-19,2024-03-06,2024-03-12,16,6,Documentation Error,No,3,1399.86,4199.58,187377.01,FOB,Delivered
SHP000435,SUP0014,Hapag-Lloyd,Singapore,Seattle,2023-08-15,2023-09-09,2023-09-13,25,4,Customs Inspection,No,1,3103.47,3103.47,290455.43,DAP,Delivered
SHP000436,SUP0016,ZIM,Shanghai,Seattle,2023-05-03,2023-05-30,2023-05-30,27,0,None,Yes,8,2317.56,18540.48,125434.67,CFR,Delivered
SHP000437,SUP0001,Evergreen,Singapore,New York,2022-04-11,2022-05-06,2022-05-06,25,0,None,Yes,6,935.87,5615.22,861137.82,CFR,Delivered
SHP000438,SUP0020,Hapag-Lloyd,Hong Kong,Vancouver,2022-04-11,2022-05-01,2022-05-15,20,14,Customs Inspection,No,5,3061.03,15305.15,706937.94,CFR,Delivered
SHP000439,SUP0019,COSCO,Ningbo,Seattle,2024-01-08,2024-01-24,2024-01-24,16,0,None,Yes,6,2163.71,12982.26,409992.38,FOB,Delivered
SHP000440,SUP0014,COSCO,Shenzhen,Chicago,2024-08-22,2024-09-13,2024-09-13,22,0,None,Yes,5,2018.07,10090.35,443070.01,CIF,Delivered
SHP000441,SUP0007,HMM,Shanghai,Vancouver,2024-12-19,2025-01-07,2025-01-07,19,0,None,Yes,10,4255.4,42554.0,986964.52,EXW,In Transit
SHP000442,SUP0014,HMM,Hong Kong,Chicago,2024-12-12,2025-01-17,2025-01-17,36,0,None,Yes,8,2722.91,21783.28,650264.73,DAP,In Transit
SHP000443,SUP0006,HMM,Busan,Chicago,2023-02-01,2023-02-15,2023-02-15,14,0,None,Yes,2,3528.63,7057.26,246964.29,CFR,Delivered
SHP000444,SUP0014,Yang Ming,Shanghai,Houston,2023-12-18,2024-01-14,2024-01-14,27,0,None,Yes,5,1741.34,8706.7,114444.26,EXW,Delivered
SHP000445,SUP0017,COSCO,Hong Kong,Toronto,2022-08-22,2022-09-26,2022-09-26,35,0,None,Yes,10,3079.18,30791.8,77661.51,CIF,Delivered
SHP000446,SUP0007,ONE,Hong Kong,Seattle,2024-08-29,2024-09-14,2024-09-14,16,0,None,Yes,8,4100.62,32804.96,560119.17,EXW,Delivered
SHP000447,SUP0015,Yang Ming,Shanghai,Chicago,2023-10-09,2023-10-24,2023-10-24,15,0,None,Yes,6,3758.28,22549.68,893628.0,EXW,Delivered
SHP000448,SUP0003,CMA CGM,Singapore,Toronto,2023-11-26,2024-01-03,2024-01-03,38,0,None,Yes,10,3041.05,30410.5,228009.96,FOB,Delivered
SHP000449,SUP0010,ONE,Shanghai,Chicago,2024-04-27,2024-05-16,2024-06-01,19,16,Bad Weather,No,8,3868.99,30951.92,337497.27,CFR,Delivered
SHP000450,SUP0010,CMA CGM,Shenzhen,Houston,2022-03-18,2022-04-13,2022-04-13,26,0,None,Yes,1,3756.39,3756.39,909708.01,CIF,Delivered
SHP000451,SUP0007,ONE,Hamburg,Chicago,2023-11-02,2023-11-25,2023-11-25,23,0,None,Yes,9,3303.85,29734.65,176081.3,FOB,Delivered
SHP000452,SUP0015,Yang Ming,Shenzhen,Toronto,2023-09-29,2023-10-15,2023-11-04,16,20,Bad Weather,No,8,4089.99,32719.92,147947.69,EXW,Delivered
SHP000453,SUP0001,HMM,Singapore,New York,2023-10-20,2023-11-15,2023-11-15,26,0,None,Yes,9,1980.85,17827.65,469059.84,FOB,Delivered
SHP000454,SUP0009,CMA CGM,Ningbo,Chicago,2022-08-23,2022-09-06,2022-09-06,14,0,None,Yes,2,1564.34,3128.68,382802.23,EXW,Delivered
SHP000455,SUP0009,CMA CGM,Singapore,New York,2022-12-17,2023-01-04,2023-01-04,18,0,None,Yes,6,2800.14,16800.84,98189.87,FOB,Delivered
SHP000456,SUP0016,Maersk,Shenzhen,Miami,2022-04-21,2022-05-10,2022-05-10,19,0,None,Yes,10,4097.72,40977.2,647997.16,DAP,Delivered
SHP000457,SUP0020,ONE,Singapore,Houston,2023-02-10,2023-03-01,2023-03-01,19,0,None,Yes,2,3807.55,7615.1,923704.59,DAP,Delivered
SHP000458,SUP0004,ZIM,Singapore,Seattle,2024-08-21,2024-09-18,2024-09-18,28,0,None,Yes,10,1754.8,17548.0,395276.88,CIF,Delivered
SHP000459,SUP0011,ONE,Hamburg,Seattle,2022-03-03,2022-03-21,2022-03-21,18,0,None,Yes,8,2506.59,20052.72,212261.47,EXW,Delivered
SHP000460,SUP0020,HMM,Ningbo,Vancouver,2024-04-10,2024-04-30,2024-04-30,20,0,None,Yes,2,3731.99,7463.98,556108.29,DAP,Delivered
SHP000461,SUP0019,Yang Ming,Busan,New York,2022-11-22,2023-01-05,2023-01-05,44,0,None,Yes,4,3811.49,15245.96,611421.69,DAP,Delivered
SHP000462,SUP0019,ONE,Busan,Los Angeles,2022-06-09,2022-07-24,2022-07-24,45,0,None,Yes,8,2003.9,16031.2,142771.21,DAP,Delivered
SHP000463,SUP0006,Hapag-Lloyd,Rotterdam,Vancouver,2022-08-11,2022-09-18,2022-09-18,38,0,None,Yes,1,1134.97,1134.97,826181.91,CFR,Delivered
SHP000464,SUP0001,CMA CGM,Ningbo,Seattle,2024-12-24,2025-01-25,2025-01-25,32,0,None,Yes,8,1523.97,12191.76,697440.95,EXW,In Transit
SHP000465,SUP0010,HMM,Singapore,Miami,2023-12-07,2023-12-26,2023-12-26,19,0,None,Yes,9,2295.53,20659.77,171177.91,EXW,Delivered
SHP000466,SUP0002,ONE,Shanghai,Toronto,2024-01-06,2024-01-27,2024-02-06,21,10,Customs Inspection,No,7,3398.22,23787.54,424554.91,EXW,Delivered
SHP000467,SUP0013,Yang Ming,Rotterdam,Miami,2023-03-09,2023-04-03,2023-04-03,25,0,None,Yes,9,2223.0,20007.0,928257.94,DAP,Delivered
SHP000468,SUP0005,Hapag-Lloyd,Ningbo,Los Angeles,2022-01-24,2022-02-11,2022-02-11,18,0,None,Yes,8,3234.33,25874.64,976226.28,CIF,Delivered
SHP000469,SUP0003,CMA CGM,Rotterdam,Seattle,2024-05-21,2024-06-15,2024-06-15,25,0,None,Yes,9,3834.26,34508.34,415478.98,CIF,Delivered
SHP000470,SUP0006,Yang Ming,Shanghai,Seattle,2023-04-30,2023-05-31,2023-06-14,31,14,Documentation Error,No,6,923.81,5542.86,85971.78,DAP,Delivered
SHP000471,SUP0012,MSC,Hamburg,Vancouver,2022-10-18,2022-11-18,2022-11-18,31,0,None,Yes,9,4092.69,36834.21,134024.03,DAP,Delivered
SHP000472,SUP0003,COSCO,Singapore,Toronto,2023-12-05,2023-12-19,2023-12-19,14,0,None,Yes,8,2923.67,23389.36,364938.29,EXW,Delivered
SHP000473,SUP0010,Hapag-Lloyd,Ningbo,Toronto,2023-09-15,2023-10-15,2023-10-15,30,0,None,Yes,10,1425.59,14255.9,99038.89,EXW,Delivered
SHP000474,SUP0020,Maersk,Singapore,Seattle,2022-06-18,2022-07-10,2022-07-10,22,0,None,Yes,5,1732.59,8662.95,635007.87,EXW,Delivered
SHP000475,SUP0009,Maersk,Shenzhen,Los Angeles,2022-11-06,2022-12-18,2022-12-18,42,0,None,Yes,5,3695.35,18476.75,274386.09,CIF,Delivered
SHP000476,SUP0017,Maersk,Hong Kong,Vancouver,2022-10-25,2022-11-17,2022-11-17,23,0,None,Yes,7,3650.36,25552.52,276050.07,DAP,Delivered
SHP000477,SUP0006,Evergreen,Hong Kong,Toronto,2023-06-26,2023-07-17,2023-07-17,21,0,None,Yes,7,2562.06,17934.42,502452.93,CFR,Delivered
SHP000478,SUP0008,Yang Ming,Rotterdam,Seattle,2023-06-22,2023-07-15,2023-08-01,23,17,Port Congestion,No,5,4230.72,21153.6,476379.59,EXW,Delivered
SHP000479,SUP0017,Maersk,Shenzhen,Houston,2024-06-03,2024-07-04,2024-07-04,31,0,None,Yes,2,1744.77,3489.54,604967.99,DAP,Delivered
SHP000480,SUP0008,HMM,Busan,Houston,2023-01-04,2023-02-07,2023-02-07,34,0,None,Yes,1,3877.25,3877.25,61363.34,FOB,Delivered
SHP000481,SUP0017,MSC,Hamburg,Houston,2023-03-26,2023-04-27,2023-04-27,32,0,None,Yes,1,3091.77,3091.77,104037.82,CFR,Delivered
